instance,actual_cpu,on_demand_monthly_cost,recommended_commitment,ri_monthly_cost,monthly_savings,savings_pct,breakeven_utilization_pct,savings_plan
instance-7ce0fb85-bb17-49ac-800a-3866e993da8e,48.035000000000004,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-7da31e45-b4b0-42a6-90a8-c4aaefb67138,70.835,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-7ef79f60-bdae-445c-842b-ebc315b7ea03,65.84666666666666,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-807089ea-65f2-4ad8-abc4-27a17243e098,64.75166666666665,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-80bb8588-41f6-44b9-bf0e-491eba476b2c,47.31,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-842cf0c6-5bca-41ba-a849-66b89984c52d,74.13,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-863cc430-9353-4710-91c4-d9c94b3831ab,53.85833333333333,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-87f34064-4c67-4036-8ff4-ce9efbca1a58,64.62333333333333,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-89d77cb1-0bb7-46af-877d-77679bbe9002,70.615,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-8abdf691-ccbb-4926-bd63-4c7ce824ba19,33.22,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-8b53b7b5-85a3-47f1-b6ca-44d2d4def6c9,48.15,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-8c71401f-846a-4afd-9108-958473d1acd0,59.40833333333333,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-8d884282-2e6e-4399-8b7f-da3ac3e19254,55.62833333333333,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-9029ca53-12da-472b-a31c-dd7d1f5e5029,51.16833333333333,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-914da34d-ce97-4549-9630-4c4276c83050,60.663333333333334,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-9206c052-20e4-47fd-bae9-096b0b1ebb28,55.585,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-929a4973-64bc-419a-af64-dbd5d70b5148,94.97666666666667,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-950948a7-965e-40b1-95a5-11563aef8871,19.72,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-97934eab-a5ca-4a25-bd7d-6badfd3c5db2,37.11333333333333,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-99b32a63-707c-4170-a507-8b68584b184c,74.95666666666666,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-99d537f8-e8da-4074-8795-f2e5b245c559,57.173333333333346,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-9b93150c-0ea7-4d20-b1af-dadcdae0609d,80.65166666666667,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-9bc3adc8-3e15-42a7-b4b2-99dc2eae7d1e,41.27166666666667,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-9e4cfb52-b9f3-4ccb-a4d8-8dd9464bbcdb,71.40666666666668,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-a2fdd321-a329-4622-b32a-14b508a0131b,13.893333333333336,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-a5cb571f-3d4f-4bb5-9096-2f7786363d46,48.38666666666666,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-a690b911-0871-4234-8004-805a95cc0da9,99.95666666666666,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-a6c4d295-1a4f-4a8d-a7b4-cb1897abf557,64.44166666666666,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-a6f02e07-20b2-4b8b-97b6-5fae80e5bfa1,91.08333333333333,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-aa591210-6e8d-49a2-ba12-16e7aa7caea7,3.123333333333333,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-ae9a506d-0f65-4c70-8fee-e416ab3076da,99.11833333333334,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-b44be27c-eb50-4a2d-bbb5-cbd75f3e592f,59.42333333333334,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-b66d699c-e88e-47e7-887d-1e710bae5e18,88.56833333333334,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-b6cf4d13-e7d5-4e95-a7fa-7f37657153fa,67.74166666666666,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-b79b598f-37a4-4a1e-8874-47ee8acb4740,74.29,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-b7b0ca38-9e7f-4c0f-aae8-a59b615b1e2e,54.745,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-b8ece1bc-a5f5-41a4-84a8-c94eea76acb1,54.85166666666667,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-bb580520-1aec-4fcb-9032-401cbf23dea4,62.86333333333334,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-bcbbcdd9-960e-4f37-a067-d5d40aa3e6f4,74.39333333333333,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-bce57914-1e6c-4415-b01a-7a82083c600a,82.75166666666667,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-be487f72-6a44-406b-b275-424a843bea28,51.508333333333326,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-c1040cea-cdfd-4bb0-becc-f2d65f2e9b72,75.09833333333333,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-c45458f3-be66-4d23-a633-d94b3835e5b2,54.99666666666666,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-c6014e0c-6d40-4b75-8a91-fe643212ed41,55.895,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-c90e9110-86cf-44ef-bf20-b3df72f6e6a0,90.05666666666667,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-c9515be8-e453-44b1-9db4-2a5f0c3db994,43.165,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-cb7607a6-9304-4aaf-8d91-aae8bcf69373,56.30833333333334,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-cfc4b136-6191-4d1c-8f45-4c5beef5dd73,55.43000000000001,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-d0107b57-091b-4d2a-85b5-df437b2b904e,65.94500000000001,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-d1b096e5-80f0-4647-8576-06b226730ec6,93.38166666666666,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-d1f37dd3-c41a-4bf4-a1a2-a1bc64ec307c,54.16833333333333,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-d2d8d1f6-d122-421d-8b02-fd5b18113f18,99.86166666666668,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-d484b343-9fda-4cc7-8cb5-48c8838a1ba4,48.48000000000001,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-d624c3c9-5fb3-4487-a266-c628f2566e9e,52.39166666666667,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-d6f58883-d663-467b-a153-f9d869904813,78.46666666666667,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-d75bae20-c886-4cf7-9c14-dbdabf70a70d,100.0,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-d8a5e911-c5bd-4d0c-aa41-f88f80d70ef8,99.98666666666666,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-db25b448-d4b6-4a2d-97a9-75fa8ba8a06d,3.07,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-db440d9b-fa83-4467-8de7-bf778f17b9a6,54.85500000000001,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-dbcd5a84-8fed-456b-8792-70f65041248a,58.31333333333333,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-dc9062fc-6c83-49df-930c-a004e3355491,52.38166666666666,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-dea0dcf0-4b45-4928-a2a9-f55500e288af,86.30833333333334,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-dfbff7b4-70fe-41a0-9209-01d94c5ec7c5,62.84833333333333,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-e1074ce7-6912-4e49-a76a-941ea4386780,83.80166666666666,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-e17cc657-0c97-49ac-b5ed-971caf6b4a02,64.06166666666667,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-e49e9291-36f2-4e09-a64d-7b14ee2c10c7,61.31,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-e4cd1ce7-7fcc-4cc6-a05a-1505374eca08,51.71333333333334,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-e7d2aeeb-b98c-4388-8ce1-9dee6e318278,51.401666666666664,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-e86894ab-11dd-4b45-b9dc-9eb58b95abb0,48.5,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-e9198fc0-ad94-4f6c-82a0-e2ef4d4a9d4f,86.08166666666666,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-e932f861-6e48-4e79-b697-9b2ffda7ea71,71.21166666666666,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-e9377140-dcc6-4ff8-912a-af154bac4d83,87.09333333333332,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-e93e8f61-d2db-41de-8ef2-222060ce25d7,47.13666666666668,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-eb722d61-e3de-4fe5-b5ab-e575bdf243a3,48.40166666666667,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-ee91a1db-91f6-42e0-be93-0449c090507c,81.64333333333333,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-eec80f4f-2b18-41d2-b69d-db80c97bfbc1,55.035000000000004,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-f0c719ea-a0ca-4b85-b38f-b069e89b1fda,69.58,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-f382eabc-7b09-4148-9d1f-edef4d362211,62.65,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-f39fe9df-b48b-4ad4-a1df-02add6d7f646,99.99333333333334,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-f3bad66e-df7e-4a79-b797-bdd9541d3baf,52.60166666666667,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-f6228b59-72d4-47bf-b392-4d0a3156d118,54.845,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-f6279573-947b-45f8-b1eb-2771ca6d405e,51.46333333333333,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-f63e2bac-c235-4b8f-acff-f316eb5ac3a2,59.56166666666667,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-f7a172e5-f51a-4acf-9a9d-0b6d663e5276,75.22666666666666,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-f7b116dc-d16b-4f85-828e-ef47e50d5dfd,57.09499999999999,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
instance-f8db219d-9534-4052-9c5a-77b6088c9d05,55.18333333333333,89.01,3yr All Upfront,33.47,55.54,62.4,37.6,"not computed: Savings Plans rates require the authenticated AWS savingsplans:DescribeRates API (AWS account + credentials), which is outside the public Bulk Pricing API this project uses for on-demand and Reserved Instance prices. No number is reported here rather than approximating one."
